comentario,valor
Beautiful spacious apartments with stunning views. cleanliness of apartments and comfort and space. Lovely gardens and pools with beautiful views over Maspalomas,Good
"Beautiful stay in every way.. Yoga classes 
Breakfast l",Good
Beautiful studio apartment with a view. Carl was fantastic . The studio was really well laid out with great storage and everything you need to make it a great stay . It was immaculate and really clean . The views are beautiful and it has a large balcony with furniture to enjoy the sunsets .,Good
"Beautiful vacation. Fantastic views,Large spacious rooms,Private large balcony and very helpful desk staff",Good
"Beautiful views, clean pool.. Beautiful views, clean pool.",Good
"Beautiful villa. Private home on large property, well equiped, beautiful setting of pool and garden. Furnished with antique furniture, clean and beautiful home. Nice owner who left many things in the house for us to use. There is a blender, washing machine, steam oven and many more.",Good
"Beautiful villa, great facilities for a fabulous family holiday. Clean and comfortable villa in beautiful setting with everything you need for a week in the sun.  Short walk to shops and restaurants (or cheap taxi ride up the hill)",Good
Beautiful villas next to a golf course. Perfect spot for a family (of 5) with a golf playing father. Beach is five minutes away. Villas are ca 200sqm big (guess) and all bed rooms have own bathrooms. Private pool is nice but small (big enough for playing with kids). Interior is well designed and of good quality. We did not use the facilities of the hotel. Overall very clean complex. Golf course was in fantastic conditions. Not too  challenging. I would recommend to ask for a villa with a garage (only half of them have).,Good
"Beautiful, Clean, Modern, and Private. Alina was extremely helpful! The apartment was beautiful, clean and modern. Liked how there was 3 balconies, 3 TVs (one with Netflix, YouTube, etc.) and two pools within the complex. We used the pool each day and always had it to ourselves! Made use of the washing machine and oven which were both easy to use! Plenty of towels, extra linen and two fans in the apartment also! Apartment was in close proximity to a supermarket, 24 hour store, a couple of restaurants, bus stops to Siam mall, Siam park, and taxi ranks. On our last day, Alina let us keep our bags in the apartment until 2pm which was very helpful as we had an evening flight.",Good
"Beautiful, renovated hotel, with feel of luxury. Room with sea view (it's really worthy to pay extra for sea view), swimming pool, everything ...",Good
"Beautifully arranged and maintained property, with amazing.... Beautifully arranged and maintained property, with amazing staff.",Good
bed 2 hard not comfy.. nan,Good
bed but not breakfast. beautiful stylish design,Good
Bed very comfortable. Bed very comfortable,Good
"Beds - excellent !. Beds - excellent !
Location: Yumbo accross the road, supermarket, restaurants just a minute away. 
Spotless cleaning !",Good
Beds and rooms excellent very clean just no air condition.... Beds and rooms excellent very clean just no air condition but perfect,Good
"Beds were comfortable and good linens.. Beds were comfortable and good linens. Cleaning of room, bathroom , towels etc. Was excellent. Staff were very pleasant and helpful.",Good
been here before would come here again.. friendly and great position.,Good
"Ben's comment. Rosa and Manuel and everyone were so nice to me. It was a pleasure to be hosted there, everything was clean and I felt it was a place ""to live"", not just a place where you put your things and go outside and go back only to sleep.",Good
"Best apartments I have ever stayed at in Gran Canaria. Large apartments with a roomy sun terrace,",Good
"Best for the price. Cleanliness, view, quite, location.",Good
"Best holiday :-). Very well equiped room, reasonable price, good location, lovely view and large terrace.",Good
Best holiday ever..... Luxurious surroundings...you gotta go to experience it. New years eve was amazing from start to finish.Food was fab .service was exceptional.,Good
"Best holiday yet in Puerto Rico.. Loved the ceiling fans in both rooms for comfort when hot. Beds were really comfortable and linen and towels changed on request.Breakfast rolls delivered every morning,which was a nice touch.Spacious bathroom . Everything necessary for self catering in a well equipped kitchen.",Good
Best Hostel on the island. Best Hostel on the island,Good
"Best hotel for a beach holiday. Great food, cleanliness - perfect for fans of physical activity have classes on stretching. Best hotel where able to visit.",Good
"Best hotel for a winter break. Excellent hotel with views of sea from restaurant and all bedrooms.
Short walk to local restaurants and beaches.
Bedrooms large with balcony 
Two pools with easy access",Good
Best hotel I have stayed in for a whil. Staff were all so friendly,Good
"Best hotel in Costa Adeje. La Plantacion is a gem of a hotel in Tenerife. Five star and MOST of the guests reflect that. Full of smart Germans, Spanish and French. The English, as is so often the case, were a mixed bag. Going in the height of the summer though means lots of kids and babies- which wasn't so great. So if kids are not your thing don't go then! This is a chilled, chic hotel with a quiet air, so if you want lots to occupy your children or party of a night time this isn't for you.",Good
Best hotel in this area. Best hotel in this area,Good
Best location. Perfect location,Good
"Best location in the Area. The hotel is fantastic in everything, location, nature and food. Excellent in all means.
I felt the luxury and relaxation.
No British people found at all in this hotel.
The best area on the island for people who like the quite atmosphere, not many British in this area but we found lots of German and European people.
The south airport is 1 hour drive, but you can use the bus.
Best to come to north airport.
Book a car to see more places on the island, or stay in hotel with all inclusive and enjoy the sun.",Good
"Best pool area in Tenerife!. The best pool area I have experienced in Tenerife with plenty of beds, warm and cold pools, lots of greenery and views over the sea. The location is right on the seafront with a lift to the small beach and is a quieter area than nearby Costa Adele. Also liked large rooms with views over the sea and excellent selection at breakfast and dinner including vegetarian options. 
This is a much more chilled out (and nicer) hotel than the new Hard Rock across the road but work visiting the 16th floor rooftop bar across the road.",Good
"Best vacation ever. Calm atmosphere. Fresh looking hotel. God service. Lovely rooms, with god solutions.",Good
"Best value of your money .. We liked everything. It was clean hotel. Little bit old , but rooms were big. All inclusive was great. Staff was so nice ja helpful . We want come back soon.",Good
"Better than expected. Lovely staff,good price,well equipped  kitchen,uncomfortable  beds.",Good
"Better than we expected.. Better than we expected. Perfect localisation close to the beach and shopping center. Very quiet site, no problem with parking. After some refurbish so the photos are not updated",Good
Better with air conditioning. nan,Good
"A wonderful and nostalgic stay at El Tope, Puerto de la Cruz. We especially liked tge young man on reception. Unfortunately didn't catch his name. He was akwats smiling and friendly. He couldn't do enough to help us. We felt that he is a credit to the establishment.",Good
"A wonderful apartment in a great location. We have stayed there before and it was good, Now, newly refurbished it is a wonderful apartment. Everything just right, comfort, friendliness, spaciousness,  view. I wish I could take this apartment with me to any other location I might travel to. A gem!",Good
A wonderful Christmas holiday. A lovely room with a superb view of the sea.  The Gala Dinner on Christmas day was outstanding.,Good
"A wonderful garden.. A wonderful garden. The most service minded and at the same time
friendly staff ever. Fairytale-ish feeling when entering the rooms.
Noise from the bus stop cancelled by double doors! Quiet at nights. A
view of the ocean.
",Good
"A wonderful hotel. We enjoyed every aspect of our stay and found nothing wrong with the hotel. 
It is a caring hotel with amazing staff and in particular we must mention Toni ( she has been at the hotel for 40years ) she was so delightful. Breakfast was faultless, Spa was as you would expect from a world class spa.",Good
A wonderful hotel. We loved everything about this hotel. The location is perfect!!!! The apartment was big and we had a big balcony with sunbeds. The kitchen was well equipped and the bed very comfortable. The pool area was just wonderful and so was the food and the drinks at the pool bar. The service was very good and everyone was very helpful. We are coming back for sure!,Good
"A wonderful hotel. The room was beautifully laid out with everything you could need. The view from our large balcony was perfect. 
Really enjoyed the outdoor breakfast set up.",Good
"A Wonderful Hotel To Help You Top-Up Your Batteries Any Time Of Year. The location is perfect for the beach if you wish.  You can be around other people or on your own in some lovely quiet spots.
The pool is just lovely both for swimming or just to admire it, and the breakfasts have lots of delights to try daily!",Good
"a wonderful place to stay. A warm welcome , Very friendly helpfull staff .
great location apposite yumbo .
 Basic,  Clean and comfortable bungalow  serviced most days.
Lovely pool and bar.",Good
A wonderful place to stay. Everything,Good
"A wonderful place.. A wonderful place. Quiet at night. A 5 minutes taxi drive from the
yumbo. Gorge was a good host and made sure that everyone was enjoying
there stay.
",Good
A wonderful spot for a relaxing vacation.. This was a cosy little pink bungalow with a lot of charm. We were at the back where it was quiet 690. The staff were wonderful and the 5 euro a day WiFi was superb ! Breakfast was wonderful and the cleaning lady does a fantastic job !,Good
"A wonderfully enjoyable holiday.. We (four adults/one 7 year old) have just returned from a wonderful 11 night holiday at the Seaside Palm Beach. We found the quality of the staff, their service, the standard of food and the exceptional broad range of facilities were all outstanding and could not be faulted. Apart from two rounds of golf at the nearby Maspalomas Golf Club - also an enjoyable course to play on - we didn't leave the hotel once. Would highly recommend with or without kids, since there are adults only facilities too.",Good
"A wonderfully special adult treat , a great place to stay. The design quality is excellent. Excellent service , water left at turn down was a lovley touch.",Good
"A+++++. Our original hotel was overbooked and we found a room in Bahia Blanca on the day we were supposed to leave for Puerto Rico. I'm so glad we ended up staying in Bahia Blanca! What a lovely place and hotel. Our apartment was very nice and clean, we loved the way the rooms were decorated. The apartment had all we could have asked for and even more! 
The staff were helpful and very kind. The hotel has an excellent location between Amadores and Puerto Rico. The best thing about our apartment was definitely our own terrace with an absolutely stunning sea view.",Good
✌✌✌👍👍👍 recommended . ✌✌✌👍👍👍 recommended ,Good
"Absaloutly brilliant. Facilities in the room were fantastic, wifi in the room was a good feature aswell",Good
Absolute luxury. Absolute luxury,Good
"Absolute winner of a hotel. Great rule on not saving sun beds too early
Breakfast was excellent, everything you could want plus very fresh everyday and great choice between many hot and cold dishes",Good
"Absolutelly great place, very nice apartment, clean, modern.... Absolutelly great place, very nice apartment, clean, modern and quiet. Owner very pleasant and serious. Rooftop terrace with wonderful views and even shared with all, not used, so we enjoyed a lot taking lunch or dinner under sky with romantic scenes of south tenerife. Equiped kitchen, so you can easily cook your own. Easy parking in front of house. Looking forward to come back while next visit to canaries. Thank You once again!",Good
"Absolutely 10* !. Absolutely 10* !!! Fantastic place, the apartment is very comfortable, perfectly equipped with amazing views.
Owners are fantastic people, welcome bottle of champagne and fruits - thank you for ALL!!!
Will be back without any doubt :-)",Good
Absolutely amazing a hotel to remember. Amazing hotel everyone was nothing but friendly!! Will one hundred per cent be returning here,Good
Absolutely amazing!!!!!. This is a perfect hotel to stay for families with or without children. Food is excellent. Personnel is very attentive and polite,Good
"Absolutely beautiful hotel/apartment would highly recommend. The room was beautiful and having our own loungers on the terrace was a lovely addition. 
The location is good, beautiful views. 
The staff both cleaners and owner were very helpful, even let us print our boarding passes for our return home. 
The pool is lovely and was never crowded, sometimes we even had the pool to ourselves. The added bonus is no children. This hotel/apartment was just what we needed something relaxing and lovely.",Good
Absolutely brilliant. Everything the food staff location poolside and our room fantastic we have stayed in many hotels but this was the best by far had a fantastic week here,Good
Absolutely brilliant. Very clean comfortable and a bonus of only 30 steps to the beach.Mario the manager very helpful and attentive.,Good
Absolutely brilliant. This apartments were excellent,Good
Absolutely brilliant no noise from the cetera. The convenience of everything,Good
"Absolutely brilliant.. Absolutely fantastic, decor was amazing, apartment was absolutely beautiful, like staying in the best suite in a 5 star hotel, real nice guy to deal with was icing on the cake, Thankyou so much Oleg.",Good
Absolutely everything was perfect. Absolutely everything was perfect,Good
Absolutely excellent hotel. Very pleasant surprise to find this hotel as being so much more than I could have expected. The facilities and staff were excellent and I cannot wait to go back again.,Good
Absolutely fabulous apartments in Puerto Rico.. The beds were very comfortable with lovely soft duvets.  Cover was changed once during our week long stay and our towels were changed 3 times. Everything spotless. Juan could not be nicer and accommodates all requests if he can.  He is a pleasure to know.,Good
Absolutely fabulous hotel !. Everything from the picturest view from the balcony to the friendly welcoming staff.,Good
"Absolutely fabulous yet again!. Absolutely fabulous yet again! Another stay at the marina & a great one it was! Staff are so friendly & helpful enjoyed practicing my Spanish with them! Great views over the marina, lovely breakfast & afternoon snacks around the pool, happy hour is a bonus too! Stayed for 10 days this time & explored the area a bit more! Some great local restaurants & bars will be back again next year ",Good
"Absolutely Fabulous!. Host was absolutely fantastic and focused on our comfort and the success of our vacation.  House just lovely, great location with community pool and proximity to the beach, nice view of the ocean, very clean and comfortable, they did a fabulous job with a welcome basket and stocking the refrigerator, and everything really surpassed our expectations. We travel often and honestly I can't say enough great things about this property and the owners. Thank you very much.",Good
Absolutely Fabulous!. Fabulous from arrival to check out!,Good
"Absolutely fantastic. Lovely location peaceful and clean.Staff very attentive,but not uncomfortably so.",Good
Absolutely fantastic. Everything was just perfect,Good
Absolutely fantastic in every aspect. The pool bar was fantastic,Good
"Absolutely fantastic stay!. Very nice place to stay in Gran Canaria. Perfect location, perfect organization, professional host. Very close to the centre and beach,5-10 min walk,big apartment, perfectly equiped kitchen.We parked on the street which involved waiting for a free spot, but it was not too bad for us. I do not know if it gets better than this. Perfect value for money. Highly recommended property. Good luck!",Good
absolutely fantastic will definitely be returning in the near future :). We originally booked a 4* hotel in  peurto de la cruz called denia and it was awful so we booked online for laguna park and the service we received when we arrived was fantastic. We will deffinitly return again.,Good
"Absolutely friendly staff, especially Jelena & Carlos.. Absolutely friendly staff, especially Jelena & Carlos. Near to ocean, nice kitchen, clean and cozy atmosphere.",Good
"Absolutely gorgeous!. Absolutely gorgeous! Everything from perfect location with picturesuqe views and close to a beautiful white sandy beach to amazing interior designs and excellent staff! I am a seasoned traveller and have stayed in many hotels, I would definitely give Gloria Palace Royal 5 stars. It has a very special ambience which makes you feel special, even when the hotel is full, it is quiet and there is plenty of room everywhere. A great variety of high quality food at breakfast and dinner. We cannot wait to return next year!",Good
absolutely great!. absolutely great!,Good
Absolutely loved it definitely going back. Absolutely loved it staff wer lovely .bungalows lovely  an clean everything you need on your doors step couldn't find a fault anywhere definitely be going back .,Good
"Absolutely Serene...... we will definitely be returning. The apartments were very well equipped, spacious and very comfortable. Huge balconies with sun loungers. The complex is so peaceful and quiet and extremely relaxing. Pool and gardens are beautiful and all rooms come with beautuful sea and garden views. This is a place we will definitely be returning to. Staff were so accommodating and friendly.",Good
"Absolutely spoilt will definitely come back.. The extra big bed, all the toiletries,  the staff could speak English, glass of Cava at breakfast",Good
Absolutely stunning but not for the disabled.. The whole apartment was immaculate and had everything we could possible need. it was all beautifully furnished and the kitchen had every utensil you could think of. it was air conditioned. The complex had good security and the pools were well maintained with a cheap but good bar pool. The terrace overlooking the sea stays mainly in shade though this might be good in the heat of the summer. We could not have wished for more. It was cash only but the owner was very nice albeit not speaking English! We would go again.,Good
Absolutely Superb. Everything about the accommodation. The stunning view. The staff were all very friendly and helpful.,Good
"Absolutely superb hotel , facilities, staff, apt ,restaurant. The entire package was faultless .. Everything about the hotel and its services",Good
absolutely wonderful. Absolutely everything. The bungalows and staff cannot be faulted. We have travelled extensively and this property is among the best.We don't give ratings this good lightly.,Good
Absolutely Wonderful. Martin was excellent & very professional. Loved the apartment & great facilities & location.,Good
Absolutely wonderful!!. The cleanest hotel/apartments with the comfiest beds.  All the staff were polite and helpful.  Will certainly go back - better than many 4/5 star hotels in Puerto de la Cruz.,Good
Absolutes Tophotel. Absolutes Tophotel,Good
"accomadation excellent value. location
value",Good
"Accomadation good, staff friendly,lovely complex near the europa centre what more could you ask for.. Very friendly staff and holiday makers, BBQ night was a good laugh and the food was great and all for free.",Good
Accommodation  very good.. Accommodation  very good.,Good
"Accommodation was excellent, as was the location, staff were.... Accommodation was excellent, as was the location, staff were helpful and friendly , the food at breakfast was delicious , only wish we'd booked for over Xmas period,",Good
Accomodation was excellent and would definately recommend but breakfast could be better. Accomodation was amazing extremely comfortable in great location with everything you could need,Good
"“Clean, comfortable and relaxing. great value for money... the hospitality was great, staff where very helpful when needed.",Good
Actually really pet friendly. Actually really pet friendly,Good
"ACUARIO  An easy place to stay. EVERY THING  else was excellent to make a wonderful stay. Pool area was lovely  & relaxing, staff really helpful, easy to get to beach or town, near bus route",Good
"Adeje Gran Hotel - amazing!. Absolutely fantastic hotel, amazing facilities, so clean and tidy. The staff were all fantastic and the breakfast and dinner options were so good with a wide variety of food to choose from every day.",Good
"Adorable Amadores. The welcome in Reception when we arrived was excellent. All staff were committed, friendly and helpful.  You get the sense that everything is well managed. The little shop in the foyer was great.",Good
Adult only area was very relaxing. The adult only sunbathing area is the main reason we return to this hotel. But it must be kept as adult only for it work. Some people still insisted in allowing their children into this area and this spoilt the peace and quiet. Staff must check this area and inform some people that children are not allowed. If this peaceful area is kept as adult only we wil continue to return to this lovely hotel.,Good
"Adults Only Luxury all the way. The suites are amazing
The service of all the staff is first class
The butlers cannot be faulted
The attention to detail cannot be faulted",Good
"Affordable and Comfortable. Great location, very clean, quiet, and comfortable.
Opposite the beach, with shops and restaurants within easy walking distance.",Good
After five years we keep coming back. You do a fantastic job (apart from New Year's Eve). The recent refurbishment is excellent. Lunch menu very good along with excellent breakfast (although more fresh fruit welcome not tinned).,Good
"Again, Perfection!!. Perfection! Wish we would have stayed the whole time!!",Good
agrèable sèjour. i liked the personal and very near to beach & center,Good
"Ahhh what a break!. *Pablo the Lifeguard was very helpful and very friendly.
*All staff very helpful and friendly.
*Any problems were sorted immediately. 
*Multinational clientele ... Great for learning. 
*Most staff competent in using several languages.
*WELL WORTH THE STAY. 
*Caution on the 'All Inclusive Deal' as you come back fat!
*No hesitation to re-book for another stay.",Good
"Airlines do have slogans ! I would say for this great place , we know how to serve and it shows!. Great place to stay, you feel home right away!",Good
Al be back. Every thine,Good
"Alessio warmly welcomed us with tropical fruits and shared.... Alessio warmly welcomed us with tropical fruits and shared precious information regarding the island's best places to visit and our stay. 
Highly recommendable!",Good
All. All,Good
all. all,Good
all. all,Good
All. All,Good
All completely satisfied.. All completely satisfied.,Good
All excellent. All excellent,Good
all good. all good,Good
All good. Very clean,Good
"all good, bar by reception was exelent, reception staf very.... all good, bar by reception was exelent, reception staf very helpful.",Good
All graet. All graet,Good
"All houses are great if you travel in great company and meet great people:-). We likes very much:
- the personal wellcome and wellcome package from Leti and Carlos. That was just great! 
-our kids - both had birthdays the time we were there - were very happy about very personal greetings!
-our daugther Nina got a Nina Chic Collection -that was just great ! 
-very clean and big house
-nice swimmingpools, cold, but still ok for short swimming
-clean area in the complex",Good
All in All fab room & loveley Host. nan,Good
"All inclusive package great value for money and food of an.... All inclusive package great value for money and food of an excellent quality! 
Location amazing! Staff so helpful and friendly.",Good
all of it. all of it,Good
All of it apart mostly. All of it apart mostly,Good
"All of it was good, and the staff was really helpfull.. All of it was good, and the staff was really helpfull.",Good
"All of it!. All of it! Really enjoyed, great facilities, great location and lovely weather",Good
All over perfect.. All over perfect.,Good
"All possibilities for recreation, good food and service.. All possibilities for recreation, good food and service.",Good
"All pretty good, shame the builders were in but it.... All pretty good, shame the builders were in but it wasn't too disruptive, weekend was quiet. I guess if you used the solarium on the roof for sunbathing you wouldn't hear much, we only went up there for a look on last day but a secluded oasis it was",Good
"all round excellent villa, highly recomended. Beautiful villa, stunning views, excellent facilities, clean and tidy, lots of space. The outdoor terrace and pool area was exeptional and really made the difference to our stay. Also only a 10 minute walk down the shops and restaurants.",Good
All round great value. Everything,Good
All round perfect. Superb&brilliant - we will definitely come back. Excellent place with excellent location.,Good
all staff very friendly great stay. we liked everything about ur hotel,Good
All staff we encountered were warm and welcoming throughout.... All staff we encountered were warm and welcoming throughout our stay. The breakfast selection was great and the view from the room (marina facing) was beautiful,Good
All staff were courteous and friendly.. All staff were courteous and friendly. Reception staff were particularly helpful in printing boarding passes for Ryan Air. Very impressed with protocols of restaurant staff when serving wine at the table. Free transport to beach and town centre was superb. An excellent hotel which we would definitely use again.,Good
All staff were excellent.. All staff were excellent.  Dinners in the restaurant were great - massive choice and unbelievable quality.  Could not fault Bahia Blanca in any way.  Will definitely be returning.,Good
All staff were incredibly friendly and helpful.. All staff were incredibly friendly and helpful. Went out of their way to ensure we had a great stay. Extra surprise for son's birthday organised solely from our booking details.,Good
"All Superb!. Super nice Italian gang is driving this hostel. Perfect location, all is clean and there's really good mood! All of them Super Francesca, Francesco, Roberto, Martina, and the other ""Martinas"" (Martina2 Martina3, etc...) all are always aiming to help.100% recommended! YOU WILL NOT REGRET!!",Good
"All the best
. All the best
Location nice view(302 room)
Great value for 7 days",Good
All the extras in the apartment especially the spacious.... All the extras in the apartment especially the spacious patio and sun beds,Good
All the facilities and holiday was excellent. All the facilities and holiday was excellent,Good
"All the staff are amazing, very friendly and helpful.. All the staff are amazing, very friendly and helpful. The hotel has the best animation team. My kids enjoyed going to the mini club, and my husband and I enjoyed the evening entertainment. The room is comfortable, cleaned every day. The food is excellent, a great choice of everything. Location is excellent, only a short walk from the beach. The pool is heated, which is great for children.",Good
All the staff at this cosmopolitan hotel are always friendly.... All the staff at this cosmopolitan hotel are always friendly and helpful. The hotel is always spotless and is the ideal location for a peaceful break.,Good
All things as listed above. All things as listed above,Good
All very good and the staff exellent. All very good and the staff exellent,Good
"All was excellent :). We had everything we need in the kitchen. The supermarket was just a minute away. So we could prepare our breakfast. 
The beach was just 5 minutes walk from the apartment. 
All staff very friendly and helpful, with good english.",Good
"All was perfect: the apartment, the views, the cleanliness,.... All was perfect: the apartment, the views, the cleanliness, the staff.... We recomend it 100%",Good
All was perfect.. All was perfect. Great place. The workers are so cute and kind.,Good
"All was very very good.. All was very very good.No problem with parking.wonderful terrace,fantastic view and many kitchen facilities. And silence. The beds were good enough. We had fantastic time here.",Good
"All, everything. All, everything",Good
All; very good and nice. All; very good and nice,Good
All. Location.. All. Location. Quality of thé bungalow. Staff and maids. Pool. Restaurant on site.,Good
Alles war gut .. Alles war gut .de la repccion Asta la salida .muy recommendable ...,Good
Almost everything at the Hotel we like :) we have been there.... Almost everything at the Hotel we like :) we have been there for 13 times :),Good
Almost perfect. Modern hotels,Good
"Already booked to go back next year, wonderful place. Clean, well furnished, quiet, great staff",Good
Alround excellent stay. When we arrived The Lady at the reception was excellent very prof and friendly nothing was to much trouble for her The room was very clean with a sea view We were at the hotel for a month I would reccommended it to other people Short walk to the beach and facilities  Excellent stay,Good
"Although a timeshare resort, we stayed as normal paying.... Although a timeshare resort, we stayed as normal paying guests, we didn't get hassled once. Accommodation excellent, in all much better than expected.",Good
"Although the pool was very busy, the roof top terrace was.... Although the pool was very busy, the roof top terrace was lovely and peaceful! We had a room on first floor overlooking the pool which was excellent to watch the evening entertainment from balcony if we wished!  The cleanliness of the whole hotel was excellent and staff were polite and welcoming! I would highly recommend this hotel. Just a short stroll takes you to the lovely beachfront!",Good
"Alway Excellent !. Lovely hotel, rest staff & facilities excellent location",Good
Always an excellent stay back again soon. Everything,Good
Always clean apartments and friendly staff.. Always clean apartments and friendly staff.,Good
"Always excellent service and standards - a great hotel in a great location. The relaxing pool area
The food
The friendly staff",Good
"Always fantastic!. Really comfy bed, very friendly and professional staff.",Good
Always happy to return. Friendly staff always willing to help. Have been here 4 times now,Good
"Always well cared for at Royal Sunset Beach club by all staff members.. Restaurant staff are extremely courteous and  efficient. 
Check in and out quick and efficient.Reception staff helpful.
Animation team excellent. Clare very good with children and Salvo great at getting people to join in. 
Resort always very clean.
Domestic staff pleasant and very hard working. Never any problems with cleanliness of appartments.",Good
"Amaizing, spacious, exclusive,very clean apartment, bathroom.... Amaizing, spacious, exclusive,very clean apartment, bathroom with spa, lovely view from our terrace, roof top with sun beds, great swimming pool with warm water, lots of lovely plants and flowers everywhere....perfect !!!!! we will back",Good
"Amazing. Amazing place to relax, brilliant apartments and facilities, staff are super friendly brilliant food",Good
"Amazing. It was extremely clean, modern and friendly. Pool area is lovely, food is Amazing and the location is perfect; can't recommend the hotel enough. So much better than all the other hotels around the area (from what I could tell from their exterior) just seemed on a whole other level to the rest. Room wifi was ideal and the double bed was soooo comfortable!!",Good
"Amazing. Everything...spacious and clean apartment with large terrace, beautiful gardens and pools, very friendly staff... We will definitely come back.",Good
"amazing. staff all spoke english, all were very helpful and friendly
will definitely return",Good
"Amazing. Breath taking view & amazing location !
Very nice staff and all services !
For sure we will be back !",Good
"AMAZING. Every aspect of the Villa we loved including the location. Antonio and his wife were extremely helpful, amazing people who looked after us 110% -- we wanted for nothing.",Good
Amazing. Everything. Our Suite was just amazing with Marina and Sea Views. We spent loads of the time by the pool as it's basically the beach. The infinity pool is stunning. We also found staff to be extremely friendly and helpful.,Good
Amazing. The view and the spa,Good
"Amazing. Great customer service, hotel decor is beautiful, location is excellent!",Good
Amazing. Pools n rooms amazing,Good
"Amazing. Fantastic apartments, very comfy beds , cleanliness 5stars and staff were soo helpful and welcoming xxx this is our second visit there will be definitely more",Good
Amazing. EVERYTHING! !!!!,Good
Amazing. Amazing place,Good
"Amazing. The staff were amazimg, so welcoming and helpful. The bugalow was spacious , perfect size and ideal location.",Good
Amazing . Clean and good  position ,Good
"AMAZING - would love to return!. Loved the feeling of being in a luxury hotel which puts their guests first, the pool area is beautiful with chilled music and table service, no job was too much for the staff, cannot wait to go back there again!",Good
"Amazing 2 weeks at the Hotel Neptuno!. Loved the room, the facilities, the staff, the food, the location - an excellent choice!",Good
"Amazing 2nd time staying at Gold and cannot wait to go again next year!. This was our 2nd time staying at Gold hotel and it just keeps getting better. The staff are incredibly friendly and helpful and will go out of their way for you. The hotel facilities are top-notch, quiet, always spotless and the pools... perfection. Thank you Gold staff!",Good
Amazing accommodation and staff. Amazing accommodation and very friendly and helpful staff. Beautiful location - very quiet but with lots to do close by.,Good
"Amazing adults only hotel. The room was fabulous and spotlessly clean. Hotel location was great, if you don't mind the steps down to the shopping mall. Staff were lovely. Pool great and plenty of sun beds and blissfully quiet. Didn't have any food but the cocktails were great and reasonably priced.",Good
Amazing amazing Apartment.. This apartment is finished to the highest of standard in every aspect. The attention to detail is amazing and it has an extensive range of kitchen and home equipment along with sun terrace furniture which is luxury. Giving it 10 out of 10 doesn't feel like we are praising it highly enough.,Good
Amazing Anazing Amazing. What's not to like...!?,Good
Amazing and fantastic Hotel. Room .food .Staff .pool the view .Massage was amazing .pool .so relaxing 😄 just about everything was fabulous .😄,Good
Amazing apartment. Loved everything about the apartment  could not fault it one bit facilities were excellent will definetely be booking again for next year,Good
"Amazing apartment, great views, lovely place.. This apartment is amazing, clean, spacious and a view that will impress anyone. We were met with the keys when we arrived and told about the local area, supermarkets and places to eat out. The beach is absolutely fantastic with pedalos, an inflatable 'wipeout' style assault course which our kids loved, and enough space to relax. The pool was very quiet, very private and refreshing (not as cold as previous reviews state). The apartment is on top of the hill which wasn't a problem for us, however a taxi is just 2 to 3 Euros if you do not fancy the walk back!
Beds are really comfortable, kitchen has everything you need, a free safe in the main bedroom, great bathroom and a huge south facing balcony which gets the sun from morning to late evening. 
There's an Aquapark about 25km away near Maspolomas which is great fun for a day out, and costs about 90 Euros for a family of 4. 
We hired a car, and although not really needed, helps out to have a look around some of the other areas. The local beach you see from the balcony is the best we found though. 
It really is an amazing apartment and we couldn't fault anything. If you book you won't be disappointed, we'd definitely return here.",Good
Amazing apartments. Everything about these apartments are brilliant the staff the super clean rooms the views from the balconies the gorgeous pool and just how peaceful they are,Good
Amazing apartments. 4th year going back to the rocomar. The staff are amazing. Anything you need jus ask reception and its done. Security is great. Would highly recommend this apartments.,Good
"Amazing apartments. Lovely apartment, clean facilities, excellent location.",Good
"Amazing apartments & Excellent service. The owner Arcadio and his staff Fabian with his wife have provided an extremely good service being very flexible and helpful with our requests. They have as well provided us with a lot of helpful tips to discover the island. 
The apartments are spacious and very good equiped (fast wifi, kitchen fully equiped, possibility to use a washing machine, beach towels in addition of shower ones) as well as nicely decorated. 
It is very close to the town and seaside.
We were welcomed with a bottle of cava and provided each morning with fresh bread and mermelade. We could borrow snorkling equipment and enjoy all the facilities such as barbecue. 
Muchas gracias por todo!",Good
"Amazing apartments, we'll definitely be returning. Stayed here in February, the apartment was amazing it really was luxury, spotless clean, there was not one thing we could fault. The jacuzzi on the rooftop is an added bonus. We'll definitely be visiting yaizasol again",Good
"Amazing apartments!. Staff so friendly and helpful always accommodating our needs. Apartments cleaned daily (and cleaned super thoroughly) lovely surroundings with all amenities needed on site. Great location in centre of resort close to yumbo and short walk to beach. Very secure with plenty of space outside apartments to relax as well as 3 pools. Would recommend for both family holidays, group holidays or couples. Thank you!",Good
"Amazing appartment. The appartment was nice and clean. The kitchen and bathroom looked brandnew. WiFi was working perfectly. And most of all, the owners were very helpful and went out of their way to give us the best holiday possible!",Good
Amazing beautiful apartment.. Fantastic luxury apartment with great attention to detail in every aspect. Our second stay at this apartment and cannot recommend it highly enough.,Good
Amazing break at Nachosol. Amazing modern apartment with new facilities. Brilliant view. Friendly staff and the maid makes the room spotless. Pool is on the roof and had enough lounges/umbrellas for all the people staying there. Shop just down the road which is ideal.,Good
Amazing Bungalow. Great to get a double bed & large fridge freezer,Good
Amazing bungalow!. The staff were great! And location was brilliant!!,Good
Amazing bungalows in a great location and cheap.. The bungalow is in a very quiet location with very nice people. Can't wait to go back again,Good
